20081010T020857.721250,10.34,-0.750491578358,0,6167944.94553,229958.569476,-646.953794219,0,1,20081010T020857.718070,6167945.8039,229948.259682,-647.206282717,-0.00636785849929,0.0119732581079,2.43054747581
20081010T020857.749185,10.14,-0.916297857297,0,6167946.61844,229958.389584,-647.141851762,0,1,20081010T020857.745066,6167945.78744,229948.273217,-647.206187097,-0.00474540609866,0.0121038528159,2.43022847176
20081010T020858.109228,10.71,-1.02538093555,0,6167947.48541,229959.069139,-647.244657563,0,1,20081010T020858.113009,6167945.48918,229948.54659,-647.212617423,-0.00542903505266,0.019658215344,2.43482804298
20081010T020858.217540,10.05,-1.02538093555,0,6167947.31048,229958.47612,-647.272039126,0,1,20081010T020858.217993,6167945.44218,229948.594008,-647.213724922,-0.00818014889956,0.0194141175598,2.43430757523
20081010T020858.297196,9.82,-0.981747704247,0,6167946.79399,229958.390065,-647.290944769,0,1,20081010T020858.299981,6167945.35955,229948.667812,-647.216359891,-0.00467876950279,0.0212413240224,2.431173563
20081010T020859.137381,8.97,-0.968657734857,0,6167945.78924,229958.253319,-647.276073514,0,1,20081010T020859.129853,6167944.61038,229949.349393,-647.22568838,-0.00282364850864,0.000815953244455,2.43209505081
20081010T020859.609659,8.59,-0.990474350507,0,6167945.46732,229958.254447,-647.314984832,0,1,20081010T020859.615777,6167944.16245,229949.756025,-647.220579505,0.00124117475934,-0.00892725214362,2.43328356743
20081010T020859.817287,9.15,-1.19991386075,0,6167947.18007,229958.521048,-647.467531364,0,1,20081010T020859.814747,6167943.96695,229949.939531,-647.217607577,-0.00200129649602,-0.0156326983124,2.43379116058
20081010T021105.953388,14.75,0.968657734857,0,6167947.38513,229958.532775,-646.894176374,0,1,20081010T021105.954319,6167944.02065,229944.143304,-647.197673657,0.0137832388282,0.00383078330196,0.403860092163
20081010T021107.177260,13.85,0.881391272257,0,6167945.88515,229958.308889,-646.82755226,0,1,20081010T021107.162133,6167944.68243,229944.486289,-647.202743287,0.00885514914989,-0.00243115681224,0.63237118721
20081010T021107.233088,13.82,0.829031394697,0,6167946.38322,229958.243382,-646.7507659,0,1,20081010T021107.229123,6167944.71203,229944.504046,-647.203193933,0.00926594715565,-0.00154925824609,0.650079727173
20081010T021107.329146,13.93,0.824668071567,0,6167946.0716,229958.423789,-646.78178229,0,1,20081010T021107.331107,6167944.76059,229944.534298,-647.203043599,0.00571260973811,-0.000161021482199,0.681256115437
20081010T021113.929482,10.25,-0.942477796077,0,6167946.90996,229958.483735,-647.249882494,0,1,20081010T021113.929090,6167943.37157,229948.858017,-647.218827133,0.0167791172862,-0.00447268318385,2.18678545952
20081010T021114.089873,10.1,-0.959931088597,0,6167946.90728,229958.449093,-647.23253951,0,1,20081010T021114.094065,6167943.27536,229949.017942,-647.212851378,0.0084662893787,-0.000311142968712,2.18865728378
20081010T021114.891080,9.29,-1.02974425868,0,6167946.62634,229958.335234,-647.359983571,0,1,20081010T021114.895941,6167942.67396,229949.917149,-647.215158235,0.00570235820487,-0.0012781561818,2.18565249443
20081010T021115.209556,9.28,-1.09955742876,0,6167946.93882,229958.435134,-647.374903519,0,1,20081010T021115.213893,6167942.40903,229950.330349,-647.212220614,-0.00271620485,0.000474823493278,2.18522691727
20081010T021509.431661,8.43,0.737401608968,0,6167945.29318,229958.949386,-647.156627219,0,1,20081010T021509.436817,6167940.39692,229952.033055,-647.227320193,0.00691026123241,-0.0143261142075,0.24876768887
20081010T021510.271663,7.31,0.733038285838,0,6167945.6293,229958.226325,-647.243311715,0,1,20081010T021510.271688,6167941.33701,229952.245379,-647.211067745,0.00943309161812,-0.0166037064046,0.247798994184
20081010T021512.127504,7.03,0.798488132787,0,6167947.21168,229958.479296,-647.351297183,0,1,20081010T021512.123403,6167943.20914,229952.633341,-647.194275061,0.00666002184153,-0.0119856921956,0.205802887678
20081010T021512.699767,6.62,0.916297857297,0,6167947.14821,229958.506841,-647.496175675,0,1,20081010T021512.705313,6167943.80587,229952.732857,-647.188242747,0.00798315089196,-0.00887908600271,0.163986757398
20081010T021512.699767,6.06,1.05592419746,0,6167946.12183,229958.389712,-647.661300227,0,1,20081010T021512.705313,6167943.80587,229952.732857,-647.188242747,0.00798315089196,-0.00887908600271,0.163986757398
20081010T021512.792044,6.26,0.999200996767,0,6167946.65454,229958.426175,-647.586010308,0,1,20081010T021512.792299,6167943.88625,229952.745872,-647.187473624,0.0086206458509,-0.0103580188006,0.156619414687
20081010T021512.889912,6.07,1.08210413624,0,6167946.26045,229958.445782,-647.672132115,0,1,20081010T021512.891284,6167943.97841,229952.75908,-647.18683248,0.00846945587546,-0.010324575007,0.147605255246
20081010T021513.659849,6.16,1.12573736754,0,6167946.60809,229958.603927,-647.717156713,0,1,20081010T021513.655167,6167944.37872,229952.801863,-647.183188356,0.00988961569965,-0.00194070872385,0.119618214667
20081010T021513.807742,6.27,1.20864050701,0,6167946.30707,229958.843227,-647.776387324,0,1,20081010T021513.805144,6167944.43996,229952.803657,-647.182253537,0.00912562105805,-0.0061099762097,0.104882709682
20081010T021533.505091,8.8,-0.968657734857,0,6167945.81988,229958.226851,-647.188753481,0,1,20081010T021533.501111,6167943.6644,229949.681862,-647.212742475,-0.00427202973515,-0.0158308744431,2.31640863419
20081010T021535.044928,8.28,-1.09519410563,0,6167946.23644,229958.321371,-647.451937344,0,1,20081010T021535.044872,6167942.74221,229950.79963,-647.20151792,-0.00156551576219,0.000426745333243,2.25334358215
20081010T021535.550857,7.93,-1.09519410563,0,6167945.98913,229958.309378,-647.450668505,0,1,20081010T021535.555794,6167942.44231,229951.203184,-647.198642763,-0.00649447971955,0.00260670878924,2.22525572777
20081010T021535.805433,8.46,-1.19555053762,0,6167946.95612,229958.483313,-647.54622852,0,1,20081010T021535.800756,6167942.29546,229951.406955,-647.199680624,-0.00340245175175,0.00522973528132,2.20530176163
20081010T021535.805433,8.31,-1.1780972451,0,6167946.75171,229958.437885,-647.537875546,0,1,20081010T021535.800756,6167942.29546,229951.406955,-647.199680624,-0.00340245175175,0.00522973528132,2.20530176163
20081010T021536.093196,7.9,-1.01229096616,0,6167945.34361,229958.880777,-647.37095602,0,1,20081010T021536.092711,6167942.13774,229951.641472,-647.200416219,-0.00806060899049,0.0038103312254,2.18878030777
20081010T021539.149227,6.71,-1.21736715327,0,6167946.23203,229958.37867,-647.639568104,0,1,20081010T021539.149240,6167940.73669,229954.497448,-647.206009478,-0.0072201192379,-0.00628419360146,1.85007226467
20081010T021539.977164,6.38,-1.20864050701,0,6167945.91492,229958.837041,-647.732918193,0,1,20081010T021539.974113,6167940.52686,229955.396362,-647.203190359,0.00268506794237,0.00315300608054,1.79439818859
20081010T021738.128016,7.86,-0.239982772149,0,6167944.87376,229958.537666,-646.885522598,0,1,20081010T021738.119916,6167937.07003,229959.572307,-647.241348751,0.00709776580334,-0.0166779402643,0.134993776679
20081010T021738.336500,8.79,-0.11780972451,0,6167945.99468,229959.467687,-646.678315235,0,1,20081010T021738.323885,6167937.20686,229959.583066,-647.238920959,0.00521590420976,-0.0195999704301,0.132121399045
20081010T021739.696386,7.78,-0.0916297857297,0,6167945.92576,229959.431264,-646.889413926,0,1,20081010T021739.691673,6167938.12908,229959.670103,-647.221884337,0.0108167305589,-0.012488941662,0.0884320437908
20081010T021740.607065,6.69,-0.12653637077,0,6167945.35794,229958.98306,-647.099188577,0,1,20081010T021740.607532,6167938.67549,229959.694863,-647.213356269,0.0101875001565,-0.00643339380622,0.0467019230127
20081010T021742.388846,6.05,-0.15271630955,0,6167945.5216,229958.263175,-647.200752029,0,1,20081010T021742.387259,6167939.59977,229959.674865,-647.20296055,0.00510099157691,-0.00383395538665,-0.0557087103473
20081010T021743.324770,5.59,-0.00436332312998,0,6167945.51902,229958.278573,-647.245532819,0,1,20081010T021743.322115,6167940.04502,229959.622163,-647.207280778,0.00678377738222,-0.0084640616551,-0.210020367299
20081010T021744.016812,5.15,0.15271630955,0,6167945.47325,229958.794016,-647.347515952,0,1,20081010T021744.021007,6167940.32619,229959.555454,-647.208576667,0.00659164693207,-0.0049540954642,-0.2726243178
20081010T021745.348994,4.91,0.466875574908,0,6167945.81882,229959.344374,-647.457845092,0,1,20081010T021745.361801,6167940.84443,229959.363415,-647.208415682,0.00982569344342,-0.00509534124285,-0.438865963613
20081010T021746.257104,4.4,0.397062404829,0,6167945.62525,229958.553005,-647.505116894,0,1,20081010T021746.246665,6167941.19762,229959.178388,-647.201336999,0.0125989140943,-0.00272038881667,-0.50484639803
20081010T021746.349083,5.82,0.637045176978,0,6167947.08291,229959.691004,-647.413053436,0,1,20081010T021746.351648,6167941.22739,229959.162072,-647.200483283,0.011104571633,-0.00316333747469,-0.513959232961
20081010T021746.389088,4.24,0.545415391248,0,6167945.5457,229959.13742,-647.570534018,0,1,20081010T021746.382644,6167941.23477,229959.158108,-647.200488622,0.0113804368302,-0.00326475827023,-0.516032997762
20081010T021746.537053,4.41,0.366519142919,0,6167945.70438,229958.278267,-647.494744685,0,1,20081010T021746.542619,6167941.3058,229959.115716,-647.203279012,0.0128468982875,-0.00344566069543,-0.524064842855
20081010T021746.804786,4.29,0.401425727959,0,6167945.70665,229958.322194,-647.510594916,0,1,20081010T021746.800579,6167941.40633,229959.0508,-647.203455047,0.00909839291126,-0.007314581424,-0.536980454122
20081010T021748.324880,4.16,0.794124809657,0,6167946.13593,229958.574156,-647.672965305,0,1,20081010T021748.321345,6167941.90684,229958.698316,-647.19673368,0.0145736038685,-0.00111653679051,-0.784234348928
20081010T021822.871060,10.22,-0.0174532925199,0,6167946.69861,229958.338253,-646.597270685,0,1,20081010T021822.870023,6167942.63449,229948.966321,-647.198067493,0.0106484526768,0.000243744783802,1.20741701126
20081010T021823.470919,9.72,0.301069295969,0,6167945.58878,229958.560662,-646.691655594,0,1,20081010T021823.472931,6167942.73967,229949.25779,-647.197341628,0.00971080176532,-0.00537144113332,1.00057590008
20081010T021824.842997,9.13,0.855211333477,0,6167946.45881,229958.374356,-647.156770632,0,1,20081010T021824.851718,6167943.23102,229949.786141,-647.197657322,0.021274978295,-0.00164603174198,0.38820913434
20081010T021825.723274,8.84,1.16064395258,0,6167945.45802,229958.698627,-647.483560601,0,1,20081010T021825.710586,6167943.71619,229949.977556,-647.202683274,0.0282580628991,0.00300139980391,0.249142810702
20081010T021825.847314,8.82,1.19991386075,0,6167945.42018,229958.709603,-647.541450233,0,1,20081010T021825.854563,6167943.76433,229949.99266,-647.202852973,0.0266770757735,0.00267349183559,0.219895020127
20081010T021835.791972,9.71,-1.09519410563,0,6167945.37819,229958.685538,-647.379507094,0,1,20081010T021835.792033,6167941.78279,229949.656765,-647.206507419,0.00218335352838,0.0016966216499,2.31105732918
20081010T021835.860140,9.82,-1.0908307825,0,6167945.3587,229958.837291,-647.370673653,0,1,20081010T021835.863022,6167941.74358,229949.701467,-647.207211548,0.00308119878173,0.00105000194162,2.30943870544
